Name,Headline,Location,Company,Company_Months,Work_Months,Laidoff
Rebecca Trujillo,Associate General Counsel Data Protection,Oklahoma,Meta,176,349,False
Ebony Gray,Project Manager ,Hawaii,Meta,171,324,False
Karen Espinoza,Data Scientist ,California,Meta,36,270,False
Laura Lamb,Data Scientist ,District of Columbia,Meta,76,358,False
Chad Holmes,Machine Learning Engineer,Connecticut,Meta,54,128,False
Gregory Cook,Machine Learning Engineer,Maryland,Meta,195,255,False
Joshua Allen,Project Manager ,West Virginia,Meta,53,358,False
Stacey Villarreal,Machine Learning Engineer,Massachusetts,Meta,165,353,False
Victor Joseph,Program Manager,Oregon,Meta,224,258,False
Christine Marks,Data Scientist ,Tennessee,Meta,190,222,False
Kristina Mccullough,Associate General Counsel Data Protection,Montana,Meta,48,194,False
Thomas Hicks,Software Engineer ,Arizona,Meta,92,183,False
Jennifer Walker,Software Engineer ,Delaware,Meta,202,306,False
John Willis,Project Manager ,Oregon,Meta,82,94,False
John Aguilar,Data Scientist,Maine,Meta,170,287,False
James Harris,Data Scientist,Wyoming,Meta,58,60,False
Gregory Hill,Product Manager,Arizona,Meta,35,281,False
Judy Valencia,Machine Learning Engineer,Texas,Meta,81,147,False
Anna Ruiz,Product Manager,Pennsylvania,Meta,216,287,False
Allen Evans,Data Scientist,Montana,Meta,238,252,False
Amy Barnes,Project Manager ,Kentucky,Meta,229,335,False
Amanda Barrett,Software Engineer ,New Mexico,Meta,168,226,False
Daniel Kelley,Data Engineer,Delaware,Meta,174,256,False
Steven Green,Data Engineer,New Mexico,Meta,213,265,False
Glenn Richardson,Product Manager,Hawaii,Meta,123,350,False
Evelyn Alexander,Product Manager,Missouri,Meta,142,279,False
Dwayne Shields,Data Engineer,Arkansas,Meta,106,259,False
Amber Frazier,Software Engineer ,Delaware,Meta,48,215,False
Andrew White,Data Scientist,Pennsylvania,Meta,214,259,False
Francisco Johnson,Associate General Counsel Data Protection,Massachusetts,Meta,45,128,False
Rebecca Bridges,Associate General Counsel Data Protection,Wisconsin,Meta,69,232,False
Carol Stafford,Project Manager ,Mississippi,Meta,239,358,False
Connie Jensen,Data Engineer,Washington,Meta,35,59,True
Gabriel Anderson,Project Manager ,New Mexico,Meta,62,176,False
Cynthia Buchanan,Data Scientist ,North Carolina,Meta,216,288,False
Tim Morales,Data Scientist ,New Hampshire,Meta,187,242,False
William Huffman,Data Scientist,Idaho,Meta,16,313,False
Joseph Garcia,Machine Learning Engineer,Connecticut,Meta,192,303,False
Amy Howard,Program Manager,Delaware,Meta,156,252,False
Mary Phillips,3D Artist,New York,Meta,83,172,False
David Johnson,Data Scientist,Alaska,Meta,72,168,False
Mark Dominguez,Data Analyst,Alaska,Meta,189,339,False
Kayla Campbell,Data Scientist,Texas,Meta,163,346,False
Eric Page,Software Engineer ,Kansas,Meta,122,257,False
Kimberly Douglas,Product Manager,Alabama,Meta,166,294,False
Troy Weber,Product Manager,Illinois,Meta,76,149,False
Gabrielle Martinez,Associate General Counsel Data Protection,Nebraska,Meta,64,103,False
Traci Wilson,Data Scientist,Idaho,Meta,116,130,False
Evan Miller,Associate General Counsel Data Protection,Oklahoma,Meta,23,177,True
Michelle Greene,Associate General Counsel Data Protection,Wisconsin,Meta,112,127,False
Michael Jordan,Data Analyst,Oklahoma,Meta,82,208,False
Matthew Lam,Data Scientist ,Mississippi,Meta,205,359,False
Sonya Rodriguez,Associate General Counsel Data Protection,Maine,Meta,178,266,False
Anthony Foster,Software Engineer ,New Jersey,Meta,161,268,False
Craig Rush,Project Manager ,Tennessee,Meta,154,252,False
Amy Hebert,Data Engineer,Maryland,Meta,53,113,False
Chad Butler MD,Data Scientist ,Oregon,Meta,78,83,False
Donna Wheeler,Data Analyst,New Mexico,Meta,118,164,False
Samantha Arroyo,Project Manager ,Texas,Meta,230,294,False
Rodney Ramirez,Data Scientist,Kentucky,Meta,11,236,True
Mary Sanchez,3D Artist,Texas,Meta,2,58,True
Angelica Davis,Program Manager,Texas,Meta,123,323,False
Jason Rollins,Software Engineer ,Illinois,Meta,92,257,False
Sean Buchanan,Data Scientist,California,Meta,201,275,False
Emily Ruiz,Data Scientist,Wisconsin,Meta,221,235,False
Jack Wilson,Project Manager ,Florida,Meta,143,320,False
Maxwell James,Software Engineer ,Louisiana,Meta,217,303,False
Sarah Petersen,Program Manager,Maryland,Meta,159,242,False
Ricky Burnett,3D Artist,Pennsylvania,Meta,78,277,False
Taylor Thompson,Project Manager ,North Dakota,Meta,106,292,False
Noah Lamb,Data Scientist,North Dakota,Meta,191,233,False
Ryan Lara,Software Engineer ,Illinois,Meta,147,205,False
Kelli Martin,Software Engineer ,Montana,Meta,124,199,False
Jose Castro,Software Engineer ,Illinois,Meta,13,41,True
Daniel Morales,Data Scientist ,District of Columbia,Meta,102,275,False
Daniel Edwards,Software Engineer ,West Virginia,Meta,50,170,False
Jeffery Jones,Data Engineer,New Jersey,Meta,95,171,False
Joy Hansen,Data Analyst,Arkansas,Meta,185,351,False
Suzanne Gonzalez,Product Manager,West Virginia,Meta,87,234,False
Anthony White,Product Manager,Georgia,Meta,237,325,False
Colin Douglas,Data Scientist,Idaho,Meta,179,293,False
Chad Cooper,Data Engineer,South Carolina,Meta,169,356,False
Kevin Russell,Associate General Counsel Data Protection,Rhode Island,Meta,108,226,False
Stephanie Barnes,Associate General Counsel Data Protection,Kansas,Meta,3,11,True
Sabrina Harris,Product Manager,Washington,Meta,204,233,False
Chelsey Meyer,Data Scientist,Kentucky,Meta,224,296,False
Patrick Ray,Data Engineer,Washington,Meta,192,205,False
Julia Harris,Program Manager,Michigan,Meta,36,97,True
Amy Stanley,Data Scientist,Maine,Meta,156,289,False
